title,url,source,category,college,location,description,department,specialization,systemGroup
Assistant Professor - Cognitive Behavioral Neurology,https://apply.interfolio.com/166866,NY,Faculty,University of Rochester,"Rochester, NY","The Division of Cognitive and Behavioral Neurology within the Department of Neurology, University of Rochester Medical Center invites applications for a full-time Assistant Professor of Clinical Neurology. Clinical responsibilities include assessment of patients in our multi-disciplinary outpatient clinic. The successful candidate for this position will have experience and expertise in neurodegenerative disorders, the ability to conduct comprehensive assessments of patients with a broad range of neurologic and psychiatric conditions, generate research consistent with their interests and the mission of the Department, and educate students, residents and fellows about assessment and treatment of cognitive disorders.&nbsp;Candidates must possess a commitment to compassionate patient care and the ability to work effectively in a collaborative environment.&nbsp; We seek a highly committed behavioral neurologist or neuropsychiatrist who is determined to contribute to the clinical, research and teaching missions of the Medical Center.&nbsp;The successful candidate will have numerous opportunities for collaboration within the department (Memory Care Program, Strong Epilepsy Center, Movement Disorders, Multiple Sclerosis and Neuroimmunology, Stroke and Cerebrovascular Center) and elsewhere within and outside the Medical Center (Department of Psychiatry, Department of Neurosurgery, Rochester Center for Brain Imaging, Del Monte Neuromedicine Institute, Center for Health + Technology and Center for Translational Neuromedicine).&nbsp; The UR Main and Medical Center campuses are adjacent to one another, facilitating interdisciplinary collaboration. The Department of Neurology at the University of Rochester represents a talented team of neurologists, scientists, nurse practitioners, nurses, research coordinators, trainees, and staff who are singularly focused on making a difference in the lives of people with neurological and disabling conditions.&nbsp; We are a committed group of",Cognitive Behavioral Neurology,Cognitive Behavioral Neurology,New York Public
Assistant Professor - Cognitive Sciences,https://recruit.ap.uci.edu/JPF09896,UC,Faculty,UC Irvine,"Irvine, CA",,Cognitive Sciences,Cognitive Sciences,California Public
Assistant Professor - Communication Disorders & Sciences Region: Central New York Open until filled,https://jobs.cortland.edu/postings/10554,NY,Faculty,SUNY Cortland,"SUNY Cortland, NY",,Communication Disorders & Sciences Region: Central New York Open until filled,Communication Disorders & Sciences Region: Central New York Open until filled,New York Public
Assistant Professor - Communication Sciences and Disorders— Comm Sciences & Disorders,https://jobs.wcu.edu/postings/31869,NC,Faculty,Western Carolina University,"Cullowhee, NC",,Comm Sciences & Disorders,Comm Sciences & Disorders,
Assistant Professor - Community Nursing (Tenure-Track),https://careers.umassd.edu/en-us/job/528604/assistant-professor-community-nursing-tenuretrack,UMass,Faculty Full Time,UMass Dartmouth,"UMass Dartmouth, MA",,Community Nursing (Tenure-Track),Community Nursing (Tenure-Track),Massachusetts Public
Assistant Professor - Computer Engineering,https://employmentopportunities.umb.edu/boston/en-us/job/528481/assistant-professor-computer-engineering,UMass,Faculty Full Time,UMass Boston,"UMass Boston, MA",,Computer Engineering,Computer Engineering,Massachusetts Public
Assistant Professor - Computer Engineering (AY 26/27),https://csucareers.calstate.edu/en-us/job/550468/assistant-professor-computer-engineering-ay-2627,CSU,Instructional Faculty – Tenured/Tenure-Track,,"Cal Poly - San Luis Obispo Campus, CA",,Computer Engineering (AY 26/27),Computer Engineering (AY 26/27),California Public
Assistant Professor - Computer Science,https://employmentopportunities.umb.edu/boston/en-us/job/528484/assistant-professor-computer-science,UMass,Faculty Full Time,UMass Boston,"UMass Boston, MA",,Computer Science,Computer Science,Massachusetts Public
Assistant Professor - Computer Science and Software Engineering (AY 26/27),https://csucareers.calstate.edu/en-us/job/552135/assistant-professor-computer-science-and-software-engineering-ay-2627,CSU,Instructional Faculty – Tenured/Tenure-Track,,"Cal Poly - San Luis Obispo Campus, CA",,Computer Science and Software Engineering (AY 26/27),Computer Science and Software Engineering (AY 26/27),California Public
Assistant Professor - Computer Security Region: Long Island Open until filled,http://farmingdale.interviewexchange.com/jobofferdetails.jsp?JOBID=194142,NY,Faculty,Farmingdale State College (SUNY),"Farmingdale State College (SUNY), NY",,Computer Security Region: Long Island Open until filled,Computer Security Region: Long Island Open until filled,New York Public
Assistant Professor - Computer Systems (2 Positions) Region: Long Island Open until filled,http://farmingdale.interviewexchange.com/jobofferdetails.jsp?JOBID=194116,NY,Faculty,Farmingdale State College (SUNY),"Farmingdale State College (SUNY), NY",,Computer Systems (2 Positions) Region: Long Island Open until filled,Computer Systems (2 Positions) Region: Long Island Open until filled,New York Public
Assistant Professor - Conservation Geneticist– Wildlife Ecology and Conservation,https://explore.jobs.ufl.edu/en-us/job/538497/assistant-professor-conservation-geneticist-wildlife-ecology-and-conservation,FL,Faculty,University of Florida,"Gainesville, FL",,Conservation Geneticist– Wildlife Ecology and Conservation,Conservation Geneticist– Wildlife Ecology and Conservation,Florida
Assistant Professor - Construction Management— School of Construction Management,https://jobs.wcu.edu/postings/32230,NC,Faculty,Western Carolina University,"Cullowhee, NC",,School of Construction Management,School of Construction Management,
Assistant Professor - Counseling Psychology,https://employmentopportunities.umb.edu/boston/en-us/job/528500/assistant-professor-counseling-psychology,UMass,Faculty Full Time,UMass Boston,"UMass Boston, MA",,Counseling Psychology,Counseling Psychology,Massachusetts Public
Assistant Professor - Counseling— Human Services,https://jobs.wcu.edu/postings/33122,NC,Faculty,Western Carolina University,"Cullowhee, NC",,Human Services,Human Services,
Assistant Professor - Counselor Education: Clinical Mental Health Counseling,https://cuny.jobs/bronx-ny/assistant-professor-counselor-education-clinical-mental-health-counseling/B266DEB10FBA481781C98F1B40B49574/job/,NY,Faculty,Bronx Community College,"Bronx Community College, NY","Assistant Professor - Counselor Education: Clinical Mental Health Counseling FACULTY VACANCY ANNOUNCEMENT The successful candidate will be expected to demonstrate knowledge and skills for teaching graduate-level courses (on campus and online) in multiple facets within the Counselor Education: Clinical Mental Health Counseling curriculum. Candidate may also be assigned to teach undergraduate courses. The candidate will share responsibility for program, committee, and department assignments, including administrative, supervisory, program and course development, CACREP compliance, and other duties as assigned; advise master’s students; engage in and maintain an active program of research and scholarly work, including professional publications and presentations; maintain professional identity as a Counselor Educator and serve on program, departmental, school, college, and university committees. Responsibilities include maintaining a teaching load of 18 credits per academic year, serving the Counselor Education: Clinical Mental Health Counseling program, the CLLSE department, the School of Education, and the CUNY Lehman College community.Faculty are expected to maintain a regular on campus presence for teaching, office hours, departmental and other activities. The teaching will include online teaching; however, this this is not a remote position. Faculty may assist in program and clinical coordination. Other responsibilities include: Collaborate across departments and/or schools. Assist with assessment, accreditation, and program development initiatives. Seek external funding for research and program improvements. Assist with seeking articulation agreements and educational partnerships with non-profit, community-based, and other organizations and/or institutions. Perform service to the college, school, and department through committee membership. Assist with program hiring, staffing, and mentoring part-time faculty. Participate actively in student recruitment, application, and admissions processes. The Lehman College campus is located in the Bronx, New York, and is a senior college within the City University of New York (CUNY) system. Lehman is the only four-year public college in the Bronx and is recognized as a Hispanic-Serving Institution. The teaching load is 18 hours per academic year. Service to the college, university, and community is part of the mission, as is a clear commitment to student engagement, including advisement and mentoring. Scholarship and publication are also necessary elements of a faculty position. The Department of Counseling, Leadership, Literacy, and Special Education houses a variety of outstanding and nationally accredited graduate degree programs, with each culminating in a Doctoral degree, or master’s degree, or an advanced certificate, and most leading to New York State Certification. Our faculty are committed to excellence in scholarship and teaching and are recognized for their work with Bronx and urban schools, districts, nonprofits, and other community organizations, and strive to provide transformational learning experiences for our graduate students. They are experienced in meeting the needs of adult learners and are dedicated to mentoring, motivating, and supporting our graduate students through consistent advisement, engaging instruction, continuous program improvement, and career placement. QUALIFICATIONS Ph.D. or Ed.D. degree in Counselor Education or related degree, and/or a minimum of one full academic year serving faculty member in a Counselor Education program prior to July 1, 2013 Candidates must hold a doctoral degree in counselor education, preferably from a CACREP accredited program or meet CACREP standards through prior full-time faculty experience. Demonstrated excellence in graduate-level teaching through in-person and online modalities. Experience working with diverse student populations. Strong commitment to social justice, anti-racism, and anti-oppression, diversity, equity, and inclusion Ongoing record of scholarship. Strong organizational and interpersonal skills and the ability to work collegially as a team member. Current New York State license as a Mental Health Counselor (LMHC). COMPENSATION $86,741.00 - $102,017.00 CUNY offers faculty a competitive compensation and benefits package covering health insurance, pension and retirement benefits, paid parental leave, and savings programs. We also provide mentoring and support for research, scholarship, and publication as part of our commitment to ongoing faculty professional development. HOW TO APPLY Visit www.cuny.edu, access the employment page, log in or create a new user account, and search for this vacancy using the Job ID or Title. Select ""Apply Now"" and provide the requested information. Candidates must attach a resume, cover letter, and three professional references (name, title, organization, and contact information). CLOSING DATE The review of applications will begin on March 1, 2026 and continu",Counselor Education: Clinical Mental Health Counseling,Counselor Education: Clinical Mental Health Counseling,New York Public
